Ключ;Название;Приоритет;Статус;Обновлено;Создано;Описание;Метки
CRFLOMNIG-1198;Devops.Починить джобу;Критический;Выполнено;11.03.2025;11.03.2025;<p>Во время деплоя acrp-bff возникла ошибка:<br />нужную библиотеку не завезли: docker: Error response from daemon: manifest for docker.repo-cd.sfera.test.vtb.ru/acrp-docker-test-g/devops/piedpiper:1.9.7 not found: manifest unknown: manifest unknown.</p>;devops_инструменты,devops_консультация,devops_support
CRFLOMNIL-1214;Подключение к 1403 СХК (на ДЕВ);Средний;Выполнено;11.03.2025;11.03.2025;"<p>ИС 2198 CASF</p>
<p>&nbsp;</p>
<p>На ИФТ проверяю логи, которые пишем в СС Журналирование, в СС Аудит.</p>
<p>Для этого заявкой https://sfera.inno.local/tasks/task/CRFLOMNIL-1211 запросила доступы и подключение к неймспейсам</p>
<p>ИС: 1830, 2197, 2199, 2198<br />Стенд: ИФТ<br />ФИО: Нейгебауэр Ирина Владимировна<br />УЗ домена Test: vtb70185509</p>
<p>&nbsp;</p>
<p>Меня подключили,</p>
<p>смотрю через Kibana: https://kbns1-balancer-ift.test.vtb.ru/</p>
<p>&nbsp;</p>
<p>""что-то визуализировалось"", выстраиваю фильтр,&nbsp; -&nbsp; но я не вижу логи к appName для системы casf-%</p>
<p>Коллеги добавили меня в некорые группы cloud-casf-%</p>
<p>стала видеть больше, но по-прежнему построить фильтры по ""appName"" для системы casf-%&nbsp; &nbsp;не могу.</p>
<p>Систему не вижу в выпадающем списке.</p>
<p>&nbsp;</p>
<p>Доп-но:</p>
<p>я иду по сценариям:</p>
<p>-Журналирование https://sfera.vtb.ru/knowledge/pages?id=909869<br />-Аудит https://sfera.vtb.ru/knowledge/pages?id=910091&nbsp;</p>
<p>&nbsp;</p>
<p>Коллеги, прошу помочь и разобраться вместе со мной.&nbsp;</p>
<p>&nbsp;</p>";devops_support,devops_reject
CREDFLGRAF-8548;Не открывается web консоль kubernetes 1366;Высокий;Выполнено;13.03.2025;11.03.2025;"<p>Не открывается web console kubernetes системы 1366</p>
<p>https://console.apps.ik5-rtll01.test.vtb.ru/k8s/ns/ik5-rtll01-rtll-rrs-k3/apps</p>";devops_support,devops_cloud_ошибки
CRFLOMNIL-1212;Проверка логов для СС Журналирование (на ИФТ);Средний;Выполнено;12.03.2025;11.03.2025;"<p>ИС 2198 CASF</p>
<p>&nbsp;</p>
<p>На ИФТ проверяю логи, которые пишем в СС Журналирование, в СС Аудит.</p>
<p>Для этого заявкой https://sfera.inno.local/tasks/task/CRFLOMNIL-1211 запросила доступы и подключение к неймспейсам</p>
<p>ИС: 1830, 2197, 2199, 2198<br />Стенд: ИФТ<br />ФИО: Нейгебауэр Ирина Владимировна<br />УЗ домена Test: vtb70185509</p>
<p>&nbsp;</p>
<p>Меня подключили,</p>
<p>смотрю через Kibana: https://kbns1-balancer-ift.test.vtb.ru/</p>
<p>&nbsp;</p>
<p>""что-то визуализировалось"", выстраиваю фильтр,&nbsp; -&nbsp; но я не вижу логи к appName для системы casf-%</p>
<p>Коллеги добавили меня в некорые группы cloud-casf-%</p>
<p>стала видеть больше, но по-прежнему построить фильтры по ""appName"" для системы casf-%&nbsp; &nbsp;не могу.</p>
<p>Систему не вижу в выпадающем списке.</p>
<p>&nbsp;</p>
<p>Доп-но:</p>
<p>я иду по сценариям:</p>
<p>-Журналирование https://sfera.vtb.ru/knowledge/pages?id=909869<br />-Аудит https://sfera.vtb.ru/knowledge/pages?id=910091&nbsp;</p>
<p>&nbsp;</p>
<p>Коллеги, прошу помочь и разобраться вместе со мной.&nbsp;</p>
<p>&nbsp;</p>";devops_cloud_доступ,devops_support
CRFLOMNII-1404;Падает билдрелиз на DEV сервиса ppcf-migr-processor;Высокий;Закрыто;12.03.2025;11.03.2025;"<p>Сборка: https://sfera.inno.local/orchestration7/dashboard/PPCF/project/5e0bd35b-0507-4fbd-995a-04c223076c74/builds/558601</p>
<p>&nbsp;</p>
<p>Ошибка: push image docker.repo-ci.sfera.inno.local/ppcf-docker-snapshot/ppcf-migr-processor:0.1.2 has been failed.received unexpected HTTP status: 503 Service Under Maintenance&nbsp;</p>";devops_support,devops_консультация,devops_инструменты
CRFLOMNID-1302;Доступ к Kibana на dev и ift;Средний;Выполнено;11.03.2025;11.03.2025;"<p>Добрый день.</p>
<p>Прошу предоставить доступ к Kibana на dev и ift для учетной записи vtb4117200@test.vtb.ru&nbsp; - Макаренко Екатерина Николаевна (4117200) - ООО ""ГК Иннотех"".</p>";devops_support,devops_cloud_доступ
CRFLOMNIG-1195;Прошу дать доступ к namespace кубера;Средний;Закрыто;10.03.2025;10.03.2025;"<p>ИС - 2199 (ppcf) ифт<br />Роли - чтение<br />Логин - vtb4108365<br />k8s - console.apps.ik5-kube01.test.vtb.ru и console.apps.ik7-kube04.test.vtb.ru - s1 и s2</p>
<p>&nbsp;</p>";devops_support,devops_cloud_доступ
CRFLOMNIK-960;Прошу дать доступ к namespace кубера;Высокий;Закрыто;11.07.2025;10.03.2025;"<p>ИС - 2199 (ppcf) ифт<br />Роли - чтение<br />Логин - vtb4117032<br />k8s - console.apps.ik5-kube01.test.vtb.ru и console.apps.ik7-kube04.test.vtb.ru - s1 и s2</p>
<p>(доступ выдали но namespace который нужен - его нету - доступа к нему нету - ifk8s-ppcf-521845-if-s2-prod-processor) - пишет pods is forbidden</p>";devops_cloud_доступ,devops_support
CRFLOMNII-1403;Деплой ppcf-migrator, ppcf-migrator-fe на ифт под веткой release/RL-T1-103519;Высокий;Закрыто;12.03.2025;10.03.2025;"<p>Добрый день!<br /><br />оказалось,что название ветки именно release/RL-T1-103519.<br /><br />Но MS не прошел(лог приложен).<br /><br />Также самостоятельно удалил после этого версии &nbsp;ppcf-migrator 1.3.9, ppcf-migrator-fe 0.1.12&nbsp; и соответствующий манифест по списку из&nbsp;<br />https://sfera.inno.local/repo-distr/repositories/browse/ppcf-docker<br /><br /><br /></p>
<p>Однако пишет БилдРелиз, что такая версия уже существует.<br /><br /><br /></p>";devops_support,devops_консультация,devops_инструменты
CRFLOMNIE-1063;DevOps. Сфера.Код. Бот не ставит аппрув, хотя все проверки пройдены;Средний;Выполнено;11.03.2025;10.03.2025;"<p>Контур - dev.</p>
<p>Сервис - grcr-plan</p>
<p>Пример ПР, в&nbsp; котором все проверки пройдены, но бот не ставит аппрув, что делает невозможным вливание, если нет девопс прав.</p>
<p>Нужно понять причину и, по возможности, устранить её.</p>
<p>https://sfera.inno.local/sourcecode/projects/GRCR/repos/grcr-plan/pulls/792713</p>";devops_support,devops_инструменты
CRFLOMNII-1402;Падает билд на ИФТ сервиса ppcf-migr-processor;Высокий;Закрыто;12.03.2025;10.03.2025;<p>Лог с ошибкой приложен.</p>;devops_support,devops_консультация,devops_инструменты
CRFLOMNIH-3016;Джоба DELETE для k3 не работает (2200 PPEA);Высокий;Выполнено;10.03.2025;10.03.2025;"<p>[2025-03-10 13:37:42.449] + docker run -d -t -u 5103:5103 -e HOME=/app/jenkins-agent/workspace/PPEA/CDL/MICROSERVICES/Delete -w /app/jenkins-agent/workspace/PPEA/CDL/MICROSERVICES/Delete -v /app/jenkins-agent/workspace/PPEA/CDL/MICROSERVICES/Delete:/app/jenkins-agent/workspace/PPEA/CDL/MICROSERVICES/Delete:rw,z -e AVAULT_PASSWORD -e AVAULT_CDL_PASS -e CRED_NEXUS_CDL_USER -e CRED_NEXUS_CDL_PASS -e PIED_PIPER_VAULT_TOKEN docker.repo-cd.sfera.test.vtb.ru/ppea-docker-test-g/devops/piedpiper:1.9.7 watch 'date &gt;&gt; ~/date.log'</p>
<p>[2025-03-10 13:37:42.449] Unable to find image 'docker.repo-cd.sfera.test.vtb.ru/ppea-docker-test-g/devops/piedpiper:1.9.7' locally</p>
<p>[2025-03-10 13:37:42.449] docker: Error response from daemon: manifest for docker.repo-cd.sfera.test.vtb.ru/ppea-docker-test-g/devops/piedpiper:1.9.7 not found: manifest unknown: manifest unknown.</p>";devops_инструменты,devops_support
CRFLOMNIH-3015;2200. Консультация по запуску отдельного сервиса для Redis;Средний;Закрыто;10.03.2025;10.03.2025;"<p>В рамках ШП48 нужно поднять сервис ppea-pp-etags-checker, который будет работать как с основной базой данных так и для ускорения запросов с Redis.&nbsp; Для этого нужно на каждый ЦОД устанавливать по одному сервису Redis, как указано в документации по деплою (файл прикреплён)<br />Для этого потребуется создать отдельный репозиторий для Redis или достаточно вместе с сервисом поднять docker образ Redis?</p>";devops_консультация,devops_support
CRFLOMNIH-3012;2200. Публикация helm для portfolio-etags-checker;Средний;Закрыто;11.03.2025;10.03.2025;<p>Для деплоя и настройки инвентори требуется опубликовать helm по сервису ppea-pp-etags-checker, который использует образ portfolio-etags-checker, сам Deployment добавил в репозиторий: https://sfera.inno.local/sourcecode/projects/PPEA/repos/ppea-pp-etags-checker/code/browse/branch/develop<br />Прикрепил документ по деплою для информации по структуре самого сервиса и его компонентов<br /><br /></p>;devops_консультация,devops_support
CRFLOMNII-1401;Создать ветку с новым названием в ВРМ для migrator, migrator-fe;Высокий;Закрыто;12.03.2025;10.03.2025;"<p>Добрый день!<br /><br />У меня есть ветка release/RL-T1-37102&nbsp; у ppcf-migrator, ppcf-migrator-fe.<br />С нее я уже делал buildRelease.<br /><br />Но для поставки на ПСИ\ПРОМ нужна ветка с такой же версией каждого ms, но с названием<br />release/RL-T1-102262.<br /><br />BuildRelease блочится, так как ......zip already exist in https://maven.repo-distr.sfera.inno.local<br /><br />Со стороны ВРМ репозиторий ppcf отсутствует(ответвиться не получается).<br /><br />Подскажите, пожалуйста, есть ли способ измненить название, или копировать с новым названием ветку release/RL-T1-37102 &nbsp;у ppcf-migrator, ppcf-migrator-fe, чтобы в ВРМ они были под веткой release/RL-T1-102262? или протянуть повторно, обойдя блок по версии.<br /><br /><br />Вижу, что можно удалить ассет (версию)<br />https://sfera.inno.local/repo-distr/repositories/browse/ppcf-docker<br /><br /><br /></p>
<p>Будет ли это правильным решением?</p>
<p>&nbsp;</p>
<p>&nbsp;</p>";devops_support,devops_консультация,devops_инструменты
